row.names,Pop,i,A,LF,LG,SF,SG,CEC,CO3Ca,CS,pH,CdS,CrS,CuS,FeS,MnS,NiS,PbS,ZnS,CdD,CuD,PbD,ZnD,CdN,CuN,ZnN,CdB,CrB,CuB,FeB,MgB,MnB,NiB,PbB,ZnB
Q8A7,A, 7,2.525729,2.701361,2.674149, 2.151762 , 3.901973  ,1.556603,-6.907755, 0.1745552  ,1.808289,-2.198234   ,3.086353,1.676748,-0.05283466,5.640253,1.8008  ,3.174516,2.926811,-2.813411 ,-0.5108256 , 0.2623643  ,-0.5108256 ,2.066863 ,2.772589,4.683057,-2.225624,-4.60517  ,0.3074847,3.482777,-0.02020271 ,3.748798,-1.832581   ,-2.813411 ,3.340385
Q8A8,A, 8,2.186051,2.70805 ,2.572612, 2.197225 , 3.988984  ,1.557613,-6.907755, 0.2251617  ,2.00148 ,-2.110213   ,2.943907,2.25076 ,-0.2910548 ,5.313355,1.750517,3.352912,3.34582 ,-2.813411 , 0.09531018,-0.04082199 , 0.9162907 ,0.3364722,3.974058,3.621671,-3.218876,-3.218876 ,0.5988365,3.43205 ,-0.1165338  ,3.034472,-1.714798   ,-2.120264 ,3.144583
Q8A9,A, 9,2.80336 ,3.049273,3.034953, 2.208274 , 3.48124   ,1.821374,-6.907755, 0.2037056  ,1.871802,-1.953028   ,3.447072,2.264377, 0.3566749 ,5.244194,2.187837,3.397476,3.352407,-2.65926  , 0.6418539 , 0.5709795  , 0.4054651 ,1.589235 ,3.325036,4.580877,-2.813411,-1.966113 ,0.9477894,3.561046,-0.1392621  ,3.554491,-1.609438   ,-1.832582 ,2.968361
Q8A10,A,10,1.974081,2.370244,2.379546, 2.219204 , 4.128746  ,1.365989,-6.907755,-0.1228208  ,1.931521,-1.766944   ,2.790024,1.709761,-0.5571064 ,5.782665,1.440097,3.333639,3.086923,-3.218876 ,-0.5108256 ,-0.4307829  , 0.4700036 ,0.6931472,3.424263,3.939638,-3.611918,-2.207275 ,0.9400073,3.39652 ,-0.04082199 ,3.521052,-2.040221   ,-3.218876 ,2.900322
Q8A11,A,11,2.351375,2.827314,2.701361, 2.116256 , 3.89995   ,1.555595,-6.907755, 0.008032172,1.757858,-2.112231   ,3.023567,1.656691,-0.2276902 ,4.949675,1.730799,3.181911,2.914933,-2.65926  ,-0.3566749 , 0.06765865 ,-0.3566749 ,2.923162 ,2.70805 ,5.729775,-2.087474,-3.218876 ,0.5988365,3.51898 ,-0.2484614  ,3.912223,-1.386294   ,-2.040221 ,3.175133
Q8B1,B, 1,3.091042,3.407842,3.799974, 0.9162907,-0.5108256 ,2.543893,-6.907755, 0.1314927  ,1.84055 ,-0.8981268  ,4.059459,2.886063, 0.8554115 ,6.540257,3.276261,3.095476,4.0577  ,-1.832582 , 0.9932518 , 0.05826891 ,-0.1053605 ,3.039749 ,3.50255 ,4.435567,-2.525729, 0.0861777,0.86289  ,3.589888,-0.2484614  ,3.537184, 0.2700271  ,-2.040221 ,2.502255
Q8B2,B, 2,3.242592,3.433987,3.703768, 0.6931472,-0.2231436 ,2.631293,-6.907755, 0.1345523  ,2.00148 ,-1.118211   ,4.172264,2.631293, 0.9612309 ,6.555012,3.33541 ,3.161056,4.069524,-2.207275 , 0.2623643 , 0.2390169  , 0         ,1.62924  ,3.139833,3.214868,-3.170086,-2.525729 ,1.350667 ,3.393501,-0.2744368  ,3.629129,-0.1392621  ,-2.040221 ,2.556452
Q8B3,B, 3,3.250374,3.449988,3.62966 , 1.064711 , 0.7419373 ,2.819527,-6.907755, 0.1266056  ,2.104134,-1.117189   ,4.029579,3.076247, 0.922407  ,6.725434,3.264838,3.792705,4.126541,-2.407946 , 1.064711  , 0.5709795  ,-0.3566749 ,0.8754687,4.232656,2.917771,-2.97593 ,-2.995732 ,1.205971 ,3.40386 ,-0.2357223  ,3.644405,-0.6539265  ,-1.609438 ,2.522524
Q8B4,B, 4,3.242592,3.218876,3.449988, 1.064711 , 2.70805   ,2.776929,-6.907755, 0.2055902  ,1.916923,-1.026553   ,4.095708,2.873975, 0.8734196 ,6.88498 ,3.307932,3.197147,4.050404,-1.966113 , 1.029619  , 0.1988509  , 0.3364722 ,2.681022 ,3.532226,4.09601 ,-2.830218,-2.65926  ,1.196948 ,3.766303,-0.1508229  ,3.760735,-1.203973   ,-2.120264 ,2.836737
Q8B5,B, 5,3.478158,3.321432,3.538057, 0.8329091, 1.163151  ,2.997786,-6.907755, 0.2973983  ,2.116256,-0.9402128  ,4.159333,2.860585, 1.056991  ,6.710732,3.464579,3.348804,4.221561,-2.207275 , 0.4700036 , 0.7608058  ,-0.5108256 ,0.9555114,3.85651 ,2.721295,-2.476938,-4.60517  ,1.156881 ,3.215269,-0.1984509  ,3.602777,-0.967584   ,-1.89712  ,2.458734
Q8B7,B, 7,3.349904,3.360375,3.642836, 1.098612 , 0.4054651 ,2.783279,-6.907755, 0.2856329  ,1.88707 ,-0.9709836  ,4.109245,2.556965, 0.9940475 ,6.564299,3.362591,3.141219,4.169573,-1.89712  , 0.2623643 , 0.3784364  , 0.2623643 ,2.85647  ,2.995732,4.197202,-3.352407,-3.218876 ,1.241269 ,3.372455,-0.2613648  ,3.57655 ,-0.9416085  ,-2.995732 ,2.577942
Q8B8,B, 8,3.295837,3.397858,3.686376, 0.8754687,-0.2231436 ,2.765133,-6.907755, 0.1727127  ,1.916923,-1.17968    ,4.096732,2.58152 , 0.9720821 ,6.581071,3.342108,3.124385,4.062067,-2.120264 , 0.2623643 , 0.1310283  ,-0.5108256 ,2.525729 ,2.873565,3.523415,-2.430418,-3.506558 ,0.9707789,3.32071 ,-0.2357223  ,3.721589,-1.021651   ,-2.207275 ,2.595255
Q8B9,B, 9,3.380995,3.401197,3.642836, 0.6418539,-0.6931472 ,2.869202,-6.907755, 0.2943198  ,1.974081,-1.115142   ,4.115298,2.656182, 0.9988523 ,6.614594,3.412067,3.222966,4.183176,-2.120264 , 0.1823216 , 0.2151114  , 0.09531018,1.902108 ,2.985682,3.157   ,-3.194183,-2.995732 ,1.10194  ,3.413784,-0.1743534  ,3.784871,-1.108663   ,-1.171183 ,2.619583
Q8B10,B,10,3.437208,3.367296,3.572346, 0.8754687, 0.6418539 ,2.957952,-6.907755, 0.2282797  ,2.054124,-1.174544   ,4.10866 ,2.682671, 1.022681  ,6.645494,3.389804,3.177882,4.185182,-2.302585 , 0         , 0.1823216  ,-0.6931472 ,1.029619 ,3.226844,2.617396,-3.324236,-2.207275 ,1.415853 ,3.638112,-0.2231436  ,3.663049,-1.514128   ,-1.272966 ,2.601949
Q8B11,B,11,3.433987,3.299534,3.616309, 0.8329091, 0.8754687 ,2.955895,-6.907755, 0.3200408  ,2.091864,-1.051438   ,4.058066,2.774642, 1.020623  ,6.656734,3.496227,3.175825,4.164136,-2.302585 , 0.2623643 , 0.1988509  ,-0.3566749 ,0.9162907,3.725693,2.714695,-2.937463,-1.049822 ,1.071584 ,3.521644,-0.1625189  ,3.690378,-0.4942963  ,-2.813411 ,2.406044
Q8B12,B,12,3.440418,3.314186,3.577948, 0.8754687, 1.131402  ,2.923283,-6.907755, 0.2179916  ,2.079442,-1.143812   ,4.138245,2.70152 , 1.042602  ,6.682812,3.448371,3.167204,4.111665,-2.207275 , 0.2623643 , 0.07696104 ,-0.9162907 ,1.252763 ,3.871201,3.157   ,-2.995732,-2.623493 ,1.050822 ,3.366261,-0.2876821  ,3.600868,-1.309333   ,-2.525729 ,2.080691
Q8B13,B,13,3.50255 ,3.328627,3.566712, 0.6418539, 0.4700036 ,3.015111,-6.907755, 0.2684457  ,2.104134,-1.049381   ,4.081214,3.13849 , 1.03373   ,6.690004,3.410423,3.199114,4.182042,-2.302585 , 1.064711  , 0.3220835  ,-0.5108256 ,1.029619 ,4.504244,2.884801,-2.513306,-1.469676 ,1.181727 ,3.668677,-0.1743534  ,3.678324,-0.9416085  ,-0.967584 ,2.202765
Q8B14,B,14,3.475067,3.317816,3.558201, 1.064711 , 0.7419373 ,3.057814,-6.907755, 0.3901976  ,2.00148 ,-0.9891281  ,4.375029,2.72715 , 1.040481  ,6.765925,3.430382,3.313434,4.164485,-1.966113 , 0.3364722 , 0.4946962  , 0         ,1.808289 ,3.471966,3.198673,-3.218876,-1.714798 ,1.007958 ,3.54472 ,-0.09431068 ,3.792564,-0.6348783  ,-3.506558 ,2.489894
Q8C1,C, 1,3.478158,3.446808,3.178054, 1.589235 , 1.987874  ,2.682505,-6.907755, 0.4984798  ,2.028148,-0.6709016  ,4.355607,2.769517, 1.156868  ,7.186192,3.638554,3.635863,4.444694,-1.966113 , 0.4054651 , 0.4054651  , 0.6931472 ,0.7884574,4.037774,3.367296,-3.649659,-2.995732 ,1.205971 ,3.291383,-0.210721   ,3.578786,-1.139434   ,-0.1053605,2.714032
Q8C2,C, 2,4.079231,2.653242,1.931521, 2.197225 , 2.379546  ,3.094334,-6.907755, 0.7287744  ,2.014903, 0.3933016  ,4.647773,3.166764, 1.847189  ,7.156072,4.250713,3.544183,5.131216,-0.9162907, 0.4700036 , 0.2390169  , 0.9555114 ,1.974081 ,3.610918,3.346389,-2.513306,-4.60517  ,1.539015 ,3.401197,-0.1625189  ,3.612268,-1.771957   ,-2.813411 ,3.058707
Q8C3,C, 3,3.660994,3.478158,3.210844, 0.9932518, 0.1823216 ,3.009018,-6.907755, 0.5822846  ,1.987874,-0.2863113  ,4.541454,2.695628, 1.347485  ,6.916972,3.660709,3.512712,4.551274,-1.609438 ,-0.1053605 , 0.6259384  ,-0.2231436 ,1.808289 ,3.295837,3.676301,-2.796881,-0.2744368,1.266948 ,3.53427 ,-0.1625189  ,3.769307,-0.1743534  ,-2.525729 ,2.70069 
Q8C4,C, 4,3.648057,3.514526,3.222868, 0.7419373,-0.2231436 ,2.778979,-6.907755, 0.27996    ,1.931521,-0.5194094  ,4.414816,2.692546, 1.246148  ,6.984716,3.583519,3.625366,4.49924 ,-1.714798 , 0         , 0.3715636  ,-0.1053605 ,2.341806 ,3.152736,3.837299,-2.476938,-2.813411 ,1.319086 ,3.441699,-0.1743534  ,3.665355,-1.832581   ,-1.609438 ,2.811208
Q8C5,C, 5,3.813307,3.462606,3.044522, 0.2623643,-0.6931472 ,3.133649,-6.907755, 0.6962448  ,1.987874,-0.5462617  ,4.471491,2.793567, 1.280589  ,6.864431,3.709857,3.527029,4.546612,-1.966113 , 0         , 0.5877867  , 0.1823216 ,1.386294 ,3.404525,3.754199,-3.123566,-3.912023 ,0.7030975,3.072693,-0.4620355  ,3.369018,-1.560648   ,-2.995732 ,2.276241
Q8C6,C, 6,4.060443,3.317816,2.517696,-0.1053605, 0.09531018,3.319009,-6.907755, 0.8393714  ,2.079442,-0.2065972  ,4.636984,3.057399, 1.479327  ,7.177552,3.979555,3.658173,4.646034,-1.832582 , 0.09531018, 0.4946962  ,-0.1053605 ,0.6418539,3.78419 ,3.182212,-2.995732,-2.995732 ,1.272566 ,3.349553,-0.1625189  ,3.477232,-0.6539265  ,-1.609438 ,2.807594
Q8C7,C, 7,3.903991,3.421   ,2.917771,-0.2231436,-0.6931472 ,3.171121,-6.907755, 0.6066067  ,2.054124,-0.4586691  ,4.519759,2.903526, 1.352035  ,6.856735,3.855535,3.485615,4.646779,-1.832582 ,-0.1053605 , 0.4824261  ,-0.2231436 ,0.9555114,3.558201,3.269569,-2.333044,-2.65926  ,1.018847 ,3.326833,-0.1984509  ,3.678324,-1.89712    ,-1.89712  ,2.38232 
Q8C8,C, 8,3.78646 ,3.414443,3.100092, 0.6418539, 0.3364722 ,3.102644,-6.907755, 0.4920163  ,1.84055 ,-0.1162314  ,4.59894 ,2.813411, 1.405772  ,7.095068,4.112129,3.648208,5.269436,-1.560648 , 0.3364722 , 0.6780335  , 0.5877867 ,3.48124  ,3.591818,5.463408,-1.777857,-3.912023 ,0.7371641,3.499231,-0.2231436  ,3.524889,-2.040221   , 0.756122 ,2.813011
Q8C9,C, 9,3.758872,3.605498,2.949688,-0.2231436,-0.9162907 ,3.061624,-6.907755, 0.532266   ,1.987874,-0.1548389  ,4.439429,2.834851, 1.258203  ,7.128212,3.747499,3.57245 ,4.577972,-1.469676 , 0         , 0.4700036  , 0         ,2.028148 ,3.226844,3.637586,-2.36446 ,-3.912023 ,0.9400073,3.255786,-0.1278334  ,3.777577,-2.302585   , 0.2468601,2.650421
Q8C10,C,10,3.526361,3.591818,3.295837, 0.4054651, 0.1823216 ,2.717896,-6.907755, 0.3084476  ,1.856298,-0.7107005  ,4.288761,2.532868, 1.23521   ,7.039878,3.444269,3.470077,4.304093,-2.207275 ,-0.1053605 , 0.2776317  ,-0.3566749 ,2.74084  ,3.258097,4.633758,-3.101093,-2.995732 ,1.444563 ,3.483392,-0.07257069 ,3.74526 ,-1.89712    ,-6.907755 ,2.949165
Q8C11,C,11,3.925926,3.360375,2.928524, 0.3364722,-0.9162907 ,3.173389,-6.907755, 0.6962448  ,1.987874,-0.4127303  ,4.524438,2.741607, 1.442102  ,7.060871,3.792429,3.53309 ,4.687517,-1.714798 ,-0.2231436 , 0.3220835  ,-0.1053605 ,1.808289 ,3.265759,3.725693,-3.611918,-2.525729 ,1.348073 ,3.465423,-0.0618754  ,3.812645,-1.966113   ,-0.7765288,2.958549
Q8C12,C,12,3.673766,3.475067,3.104587, 1.308333 , 0.8329091 ,2.847723,-6.907755, 0.3979075  ,1.871802,-0.8652541  ,4.570702,2.485933, 1.725623  ,7.310479,3.844056,3.794497,4.547045,-2.207275 ,-0.1053605 , 0.5481214  ,-0.1053605 ,2.186051 ,3.284664,4.273884,-3.296837,-1.89712  ,1.054312 ,3.283164,-0.2613648  ,3.554491,-1.609438   ,-0.8915981,2.540814
Q8D1,D, 1,2.95491 ,3.906005,3.325036, 0        , 0.8329091 ,2.056334,-6.907755, 0.1890669  ,1.88707 ,-1.412003   ,3.823996,2.201165, 0.6029003 ,6.863119,2.781433,3.650065,4.437562,-2.65926  ,-0.3566749 , 0.8153648  , 0         ,1.648659 ,3.173878,4.055257,-3.381395,-2.040221 ,0.4574248,2.851284,-0.4155154  ,3.198265,-1.832581   ,-0.7339692,2.348514
Q8D2,D, 2,2.442347,3.824284,3.62966 , 0.5306283, 1.193922  ,1.660731,-6.907755, 0.02202291 ,1.88707 ,-1.820509   ,3.737766,2.040221, 0.6109091 ,6.745474,2.463078,3.587223,3.982364,-2.995732 ,-0.3566749 , 0.9858168  ,-0.1053605 ,1.504077 ,3.030134,4.036009,-2.937463,-6.907755 ,1.283708 ,3.143721,-0.1625189  ,3.961955,-0.4780358  ,-2.525729 ,3.046901
Q8D3,D, 3,2.97553 ,3.718438,3.325036, 1.064711 , 2.140066  ,2.111047,-6.907755,-0.04269258 ,1.916923,-1.030639   ,4.033762,2.528782, 1.023484  ,7.901875,3.167636,4.312378,5.061963,-2.407946 ,-0.1053605 , 0.7466879  , 0.6931472 ,2.066863 ,3.317816,4.825911,-3.101093,-2.525729 ,1.105257 ,3.021887,-0.0618754  ,3.682107,-1.272966   ,-0.5108256,3.118834
Q8D4,D, 4,3.433987,3.577948,2.928524, 1.029619 , 2.459589  ,3.042347,-6.907755, 0.5731574  ,1.987874,-0.1141589  ,4.380469,3.159029, 1.72676   ,8.903387,4.488683,4.585264,6.197871,-1.89712  , 0.2623643 , 0.7839015  , 2.70805   ,0.1823216,3.407842,4.439116,-3.411248,-2.302585 ,0.6471032,3.254629,-0.0618754  ,3.635742,-1.609438   ,-1.203973 ,3.228826
Q8D5,D, 5,3.627004,3.487375,2.890372, 0.6931472, 2.272126  ,3.331309,-6.907755, 0.8222324  ,2.00148 ,-0.4847252  ,4.741568,2.876121, 1.721871  ,8.97062 ,4.110223,3.954931,5.982026,-2.995732 , 0.09531018, 0.5128236  , 1.504077  ,0        ,3.295837,3.555348,-3.540459, 0.2070142,1.199965 ,3.568123, 0.01980263 ,3.373484, 0.07696104 ,-0.6539265,3.187592
Q8D6,D, 6,2.939162,3.610918,3.182212, 1.547562 , 2.727853  ,2.249197,-6.907755, 0.4246479  ,1.704748,-1.120251   ,4.115193,2.544911, 1.150585  ,7.801156,3.41033 ,4.352544,4.942807,-1.966113 , 0.2623643 , 1.275363   , 1.029619  ,3.873282 ,3.850148,7.233094,-3.123566,-1.272966 ,0.9783261,3.255401,-0.1053605  ,3.982854, 0.009950331,-6.907755 ,3.32071 
Q8D7,D, 7,3.039749,3.78646 ,3.11795 , 1.098612 , 2.24071   ,2.07127 ,-6.907755, 0.5536395  ,1.88707 ,-1.697652   ,3.998695,2.268438, 0.8413216 ,7.70239 ,2.987561,3.91507 ,4.267069,-2.995732 ,-0.6931472 , 0.6981347  ,-0.5108256 ,1.131402 ,2.850707,3.440418,-2.956512,-2.040221 ,1.098612 ,3.223266,-0.1278334  ,3.547604,-1.347074   ,-6.907755 ,2.524127
Q8E1,E, 1,2.549445,3.443618,3.511545, 2.341806 , 2.484907  ,1.752539,-6.907755,-0.3304177  ,2.014903,-2.513656   ,3.304199,2.053293,-0.03922071,5.758276,1.803832,3.093983,3.190126,-2.995732 , 0.3364722 ,-0.1392621  ,-0.5108256 ,0.9932518,3.797734,2.778819,-3.688879,-1.108663 ,1.141033 ,3.164631,-0.2744368  ,3.211247,-1.560648   ,-6.907755 ,2.329227
Q8E2,E, 2,2.66026 ,3.569533,3.508556, 2.341806 , 1.856298  ,1.751527,-6.907755,-0.01939826 ,1.960095,-1.598377   ,3.395451,1.640301, 0.06932986,5.711505,1.913168,3.172308,3.106639,-2.995732 ,-1.203973  , 0.2468601  ,-1.203973  ,0.7884574,2.70805 ,2.895912,-3.123566,-1.386294 ,0.8197798,3.444576,-0.1625189  ,3.322515,-1.514128   ,-1.89712  ,2.508786
Q8E3,E, 3,2.60269 ,3.440418,3.624341, 2.493206 , 1.740466  ,1.8008  ,-6.907755,-0.2266816  ,2.00148 ,-2.198234   ,3.459028,2.137272, 0.2241521 ,6.142439,2.010521,3.174516,3.227917,-2.813411 , 0.2623643 , 1.029619   ,-0.6931472 ,0.9932518,3.65584 ,2.815409,-2.263364,-3.218876 ,0.8671005,3.627802,-0.2613648  ,3.537475,-2.302585   ,-0.7550226,2.543176
Q8E4,E, 4,2.493205,3.529297,3.720862, 2.230014 , 1.163151  ,1.637273,-6.907755,-0.2930729  ,1.722767,-2.199243   ,3.357936,1.656691, 0.1819855 ,6.423129,1.91014 ,3.250625,3.198509,-2.65926  ,-0.9162907 , 0.3001046  ,-0.3566749 ,3.173878 ,2.70805 ,5.517453,-3.473768,-1.272966 ,1.105257 ,3.313458,-0.2613648  ,3.513633,-1.171183   ,-0.9162907,2.661657
Q8E5,E, 5,2.821379,3.830813,3.427515, 1.526056 , 0.5306282 ,2.131505,-6.907755, 0.2096928  ,1.987874,-1.869749   ,3.523879,2.155603, 0.1495888 ,5.998633,2.268081,3.242239,3.435213,-2.525729 , 0         , 0.1655144  ,-0.2231436 ,1.163151 ,3.508556,3.496508,-2.733368,-1.139434 ,1.091923 ,3.387774,-0.210721   ,3.42198 ,-1.272966   ,-6.907755 ,2.719979
Q8E6,E, 6,2.734368,3.449988,3.703768, 2.04122  , 1.568616  ,2.163835,-6.907755, 0.02202291 ,2.028148,-1.225802   ,3.419915,2.013553, 0.2352161 ,5.936328,2.163835,3.169073,3.375914,-2.813411 ,-0.2231436 , 0.2468601  ,-0.3566749 ,0.9162907,3.317816,3.214868,-3.816713,-2.65926  ,1.289233 ,3.399195,-0.2744368  ,3.346741,-1.714798   ,-6.907755 ,2.748552
Q8E7,E, 7,2.4681  ,3.465736,3.575151, 2.747271 , 1.589235  ,1.795767,-6.907755,-0.1703454  ,2.014903,-1.962105   ,3.318194,1.844558, 0.01395835,5.853333,1.844558,3.08132 ,3.029299,-2.813411 ,-0.3566749 , 0.09531018 ,-0.9162907 ,0.5877867,3.397858,3.030134,-3.270169,-1.832582 ,0.9082586,3.473518,-0.2484614  ,3.575431,-1.237874   ,-0.2357223,2.464704
Q8E8,E, 8,2.61007 ,3.421   ,3.50255 , 2.791165 , 1.84055   ,1.908126,-6.907755,-0.204703   ,1.987874,-1.55463    ,3.341788,1.728785, 0.1630218 ,5.802076,1.966113,3.08333 ,3.128383,-2.813411 ,-0.6931472 ,-0.04082199 ,-1.203973  ,0.7884574,2.944439,2.917771,-3.442019,-1.139434 ,1.150572 ,3.256942,-0.1392621  ,3.988799, 0.14842    ,-3.912023 ,2.802754
Q8E9,E, 9,2.60269 ,3.517498,3.779634, 1.987874 , 0.5306282 ,1.952935,-6.907755,-0.07635699 ,1.974081,-2.033196   ,3.568071,1.967119, 0.4581002 ,6.116272,2.31956 ,3.02256 ,3.41155 ,-2.813411 ,-0.3566749 ,-0.01005034 ,-0.3566749 ,0.9555114,3.194583,3.427515,-3.540459,-3.506558 ,0.5822156,2.950735,-0.597837   ,2.989211,-2.525729   ,-6.907755 ,2.284421
Q8E10,E,10,2.525729,3.38439 ,3.74242 , 2.424803 , 1.504077  ,1.829562,-6.907755,-0.1458103  ,1.974081,-1.827569   ,3.59683 ,2.006493, 0.3556694 ,6.040494,2.202237,3.030304,3.483171,-2.65926  ,-0.3566749 ,-0.04082199 , 0.09531018,1.163151 ,3.254243,3.459466,-3.772261,-1.347074 ,0.5306283,3.272985,-0.3856625  ,3.282038,-2.302585   ,-6.907755 ,2.611539
Q8E11,E,11,2.587764,3.273364,3.676301, 2.388763 , 2.292535  ,1.980099,-6.907755,-0.06655262 ,1.94591 ,-1.70878    ,3.583966,2.08546 , 0.4822522 ,6.894591,2.347824,3.15017 ,3.541163,-2.813411 , 0         , 0.8020016  ,-0.3566749 ,0.6418539,3.871201,3.034953,-3.244194,-1.832582 ,0.7178398,3.39652 ,-0.2484614  ,3.470412,-1.427116   ,-6.907755 ,2.551006
Q8E12,E,12,2.61007 ,3.493473,3.688879, 2.104134 , 1.667707  ,2.158787,-6.907755, 0.4191343  ,1.987874,-1.462651   ,3.636685,2.098889, 0.3506143 ,6.266606,2.226228,3.061026,3.693401,-2.407946 ,-0.1053605 , 0.2546422  , 1.193922  ,0.6418539,3.839452,3.65584 ,-3.688879,-2.302585 ,0.8109302,3.198265,-0.1053605  ,3.028683,-1.966113   ,-6.907755 ,2.903069
Q8E13,E,13,2.667228,3.397858,3.718438, 2.302585 , 1.504077  ,2.125296,-6.907755, 0.02884337 ,2.00148 ,-1.762916   ,3.756189,2.485579, 0.5800203 ,6.191126,2.406936,3.334077,3.572924,-2.65926  , 0         ,-0.1863296  ,-0.2231436 ,1.568616 ,3.397858,3.535145,-3.688879,-3.218876 ,0.9895412,3.227241,-0.2357223  ,3.573749,-1.832581   ,-6.907755 ,2.651127
Q8E14,E,14,3.039749,3.269569,3.471966, 2.525729 , 2.091864  ,2.272824,-6.907755,-0.1397619  ,1.902108,-1.298272   ,3.795251,1.83561 , 0.6208265 ,5.413738,2.381305,3.120122,3.457869,-2.995732 ,-0.6931472 , 0.4382549  ,-0.9162907 ,1.547562 ,2.70805 ,3.468856,-3.036554,-1.89712  ,0.3784364,3.476614,-0.2613648  ,3.455686,-1.560648   ,-0.4462871,2.646175
Q8E15,E,15,2.549445,3.010621,3.072693, 2.572612 , 3.471966  ,1.863323,-6.907755,-0.5206081  ,1.629241,-1.890095   ,3.265121,1.59626 , 0.1640284 ,6.266606,2.193076,2.997744,3.257399,-2.525729 ,-0.3566749 , 0.662688   ,-0.1053605 ,4.166665 ,2.85647 ,6.528981,-2.333044,-2.407946 ,1.029619 ,3.419365,-0.3147107  ,4.186772,-0.6348783  ,-6.907755 ,2.801541
Q8F1,F, 1,2.980619,3.391147,3.804438, 1.62924  ,-0.5108256 ,2.448727,-6.907755, 0.1012913  ,2.091864,-0.9791386  ,3.890473,2.709741, 0.7898408 ,6.612259,3.073821,3.668366,4.215319,-2.120264 , 0.4054651 , 0.65752    , 0.6931472 ,0.8329091,4.280824,3.126761,-2.97593 ,-1.832582 ,0.7178398,3.456317,-0.09431068 ,3.449035,-1.386294   ,-6.907755 ,2.645465
Q8F2,F, 2,3.113515,3.360375,3.788725, 1.435084 ,-1.203973  ,2.527763,-6.907755,-0.002038737,2.128232,-1.32891    ,4.047081,2.902965, 0.910162  ,6.493597,3.233032,3.053117,4.102458,-2.525729 , 0.8754687 , 0.2776317  , 0.09531018,0.4700036,4.508659,3.109061,-3.912023,-3.218876 ,0.4946962,2.980619,-0.5108256  ,3.11795 ,-2.302585   ,-6.907755 ,2.319442
Q8F3,F, 3,2.928524,3.292126,3.881564, 1.722767 ,-1.203973  ,2.358952,-6.907755,-0.04472924 ,1.902108,-1.122288   ,3.958728,2.634542, 0.7732681 ,6.357505,3.080537,3.071147,4.160281,-1.89712  , 0.5306282 , 0.463734   , 1.064711  ,2.667228 ,3.356897,5.250177,-2.995732,-2.407946 ,0.8372475,3.258865,-0.2613648  ,3.441059,-1.347074   ,-6.907755 ,2.807594
Q8F4,F, 4,3.100092,3.238678,3.817712, 1.824549 ,-0.5108256 ,2.511369,-6.907755, 0.06695414 ,2.104134,-1.003487   ,4.021854,2.839543, 0.9060552 ,6.460704,3.200376,3.072165,4.180167,-2.120264 , 0.6931472 , 0.1906204  , 0.6418539 ,0.7884574,4.567468,3.265759,-3.540459,-2.407946 ,0.6151856,3.264232,-0.2357223  ,3.364188,-2.407946   ,-6.907755 ,2.612273
Q8F5,F, 5,3.139833,3.190476,3.867026, 1.526056 ,-1.609438  ,2.503071,-6.907755,-0.1096694  ,2.014903,-1.060646   ,4.039938,2.790753, 0.950328  ,6.353218,3.291528,3.008884,4.145298,-2.207275 , 0.5877867 , 0.3220835  , 0.09531018,1.547562 ,3.591818,3.569533,-3.244194,-2.525729 ,0.4946962,3.082827,-0.5447272  ,3.05164 ,-2.302585   ,-6.907755 ,2.207175
Q8F6,F, 6,3.122365,3.258097,3.802208, 1.757858 ,-0.3566749 ,2.52266 ,-6.907755, 0.1345523  ,2.066863,-0.7553052  ,4.024914,2.830626, 0.9612309 ,6.460574,3.286983,3.255973,4.315784,-1.966113 , 0.6931472 , 1.141033   , 1.974081  ,1.131402 ,4.248495,3.708682,-3.170086,-2.040221 ,0.9820785,3.417399,-0.1278334  ,3.451574,-1.386294   ,-3.912023 ,2.833801
Q8F7,F, 7,2.76001 ,3.353407,3.897924, 1.774952 ,-0.9162907 ,2.128328,-6.907755,-0.09328793 ,2.104134,-0.9821797  ,3.812046,2.720123, 0.6433444 ,6.558858,2.896873,3.42322 ,4.015763,-2.040221 , 0.7884574 , 0.9242589  , 0.9555114 ,0.9555114,4.695925,3.169686,-3.270169,-1.832582 ,1.071584 ,3.618725,-0.08338161 ,3.395179,-2.120264   ,-6.907755 ,2.917771
Q8F8,F, 8,2.99072 ,3.303217,3.835142, 1.722767 , 0         ,2.505109,-6.907755, 0.3778772  ,2.00148 ,-0.8713954  ,3.96566 ,2.780213, 0.8177099 ,6.393522,3.124789,3.476519,4.140865,-1.89712  , 0.7884574 , 2.410542   , 0.9932518 ,1.481604 ,4.023564,3.681351,-2.780621,-2.120264 ,0.8020016,3.192121,-0.3011051  ,3.359333,-1.514128   , 0.3148107,2.6483  
Q8F11,F,11,2.949688,3.269569,3.835142, 1.960095 , 0.1823216 ,2.375968,-6.907755, 0.1721174  ,2.116256,-0.4156693  ,3.906934,2.812395, 0.7712356 ,6.713382,3.106156,3.499426,4.191038,-1.832582 , 0.7884574 , 1.111858   , 1.064711  ,1.335001 ,4.668145,3.349904,-3.101093,-2.040221 ,1.026042 ,3.431403,-0.210721   ,3.457893,-1.469676   ,-2.525729 ,2.899772
